    1    0.000000000000000E+00    1.300000000000000E+01
   12    5.000000000000000E+00    8.000000000000000E+00
    5    2.000000000000000E+00    0.000000000000000E+00
   13    8.000000000000000E+00    0.000000000000000E+00
   18    1.200000000000000E+01    5.000000000000000E+00
   25    1.500000000000000E+01    8.000000000000000E+00
   16    1.100000000000000E+01    1.000000000000000E+01
   14    9.000000000000000E+00    1.000000000000000E+01
   15    1.000000000000000E+01    1.000000000000000E+01
   17    1.200000000000000E+01    1.000000000000000E+01
   19    1.500000000000000E+01    1.300000000000000E+01
   27    1.800000000000000E+01    1.300000000000000E+01
   26    1.800000000000000E+01    1.100000000000000E+01
   45    2.500000000000000E+01    1.100000000000000E+01
   53    2.500000000000000E+01    9.000000000000000E+00
   74    3.400000000000000E+01    5.000000000000000E+00
   64    3.300000000000000E+01    1.500000000000000E+01
   68    3.400000000000000E+01    1.500000000000000E+01
   75    3.500000000000000E+01    1.700000000000000E+01
   77    3.800000000000000E+01    1.600000000000000E+01
   78    3.800000000000000E+01    2.000000000000000E+01
   81    4.000000000000000E+01    2.200000000000000E+01
   82    4.100000000000000E+01    2.300000000000000E+01
   87    4.800000000000000E+01    2.200000000000000E+01
   88    4.800000000000000E+01    2.700000000000000E+01
   92    5.600000000000000E+01    2.500000000000000E+01
   94    5.700000000000000E+01    2.500000000000000E+01
   99    6.400000000000000E+01    2.200000000000000E+01
   93    5.700000000000000E+01    1.200000000000000E+01
   89    4.800000000000000E+01    6.000000000000000E+00
   98    6.300000000000000E+01    6.000000000000000E+00
  112    7.400000000000000E+01    6.000000000000000E+00
  123    8.000000000000000E+01    5.000000000000000E+00
  130    8.400000000000000E+01    6.000000000000000E+00
  121    8.000000000000000E+01    1.000000000000000E+01
  118    7.900000000000000E+01    1.000000000000000E+01
  114    7.800000000000000E+01    1.000000000000000E+01
  105    7.400000000000000E+01    1.200000000000000E+01
  100    7.100000000000000E+01    1.100000000000000E+01
  101    7.100000000000000E+01    1.300000000000000E+01
  102    7.100000000000000E+01    1.600000000000000E+01
  106    7.400000000000000E+01    1.600000000000000E+01
  107    7.400000000000000E+01    2.000000000000000E+01
  108    7.400000000000000E+01    2.400000000000000E+01
  113    7.700000000000000E+01    2.100000000000000E+01
  124    8.100000000000000E+01    1.700000000000000E+01
  125    8.400000000000000E+01    2.000000000000000E+01
  126    8.400000000000000E+01    2.400000000000000E+01
  131    1.070000000000000E+02    2.700000000000000E+01
  127    8.400000000000000E+01    2.900000000000000E+01
  128    8.400000000000000E+01    3.400000000000000E+01
  129    8.400000000000000E+01    3.800000000000000E+01
  122    8.000000000000000E+01    4.100000000000000E+01
  117    7.800000000000000E+01    3.900000000000000E+01
  120    7.900000000000000E+01    3.700000000000000E+01
  116    7.800000000000000E+01    3.500000000000000E+01
  119    7.900000000000000E+01    3.300000000000000E+01
  115    7.800000000000000E+01    3.200000000000000E+01
  109    7.400000000000000E+01    2.900000000000000E+01
  110    7.400000000000000E+01    3.500000000000000E+01
  111    7.400000000000000E+01    3.900000000000000E+01
  103    7.100000000000000E+01    4.500000000000000E+01
  104    7.100000000000000E+01    4.700000000000000E+01
   97    6.100000000000000E+01    4.700000000000000E+01
   96    6.100000000000000E+01    4.500000000000000E+01
   95    5.700000000000000E+01    4.400000000000000E+01
   91    5.100000000000000E+01    4.700000000000000E+01
   90    5.100000000000000E+01    4.500000000000000E+01
   86    4.100000000000000E+01    3.600000000000000E+01
   85    4.100000000000000E+01    3.500000000000000E+01
   84    4.100000000000000E+01    3.400000000000000E+01
   83    4.100000000000000E+01    3.200000000000000E+01
   79    3.800000000000000E+01    3.000000000000000E+01
   80    3.800000000000000E+01    3.400000000000000E+01
   72    3.400000000000000E+01    3.800000000000000E+01
   73    3.400000000000000E+01    4.100000000000000E+01
   61    2.800000000000000E+01    4.700000000000000E+01
   60    2.800000000000000E+01    4.300000000000000E+01
   59    2.800000000000000E+01    4.000000000000000E+01
   58    2.800000000000000E+01    3.400000000000000E+01
   63    3.200000000000000E+01    3.100000000000000E+01
   67    3.300000000000000E+01    3.100000000000000E+01
   71    3.400000000000000E+01    3.100000000000000E+01
   76    3.500000000000000E+01    3.100000000000000E+01
   70    3.400000000000000E+01    2.900000000000000E+01
   66    3.300000000000000E+01    2.900000000000000E+01
   69    3.400000000000000E+01    2.600000000000000E+01
   65    3.300000000000000E+01    2.600000000000000E+01
   62    3.200000000000000E+01    2.600000000000000E+01
   56    2.800000000000000E+01    2.800000000000000E+01
   57    2.800000000000000E+01    3.000000000000000E+01
   52    2.500000000000000E+01    2.900000000000000E+01
   51    2.500000000000000E+01    2.800000000000000E+01
   50    2.500000000000000E+01    2.600000000000000E+01
   49    2.500000000000000E+01    2.400000000000000E+01
   48    2.500000000000000E+01    2.300000000000000E+01
   47    2.500000000000000E+01    2.200000000000000E+01
   55    2.800000000000000E+01    2.000000000000000E+01
   54    2.800000000000000E+01    1.600000000000000E+01
